func_175744_a,fromColorIndex,net/minecraft/util/text/TextFormatting
func_110646_a,getTextWithoutFormattingCodes,net/minecraft/util/text/TextFormatting
func_96296_a,getValidValues,net/minecraft/util/text/TextFormatting
func_175746_b,getColorIndex,net/minecraft/util/text/TextFormatting
func_96300_b,getValueByName,net/minecraft/util/text/TextFormatting
func_96301_b,isFancyStyling,net/minecraft/util/text/TextFormatting
func_175745_c,lowercaseAlpha,net/minecraft/util/text/TextFormatting
func_96302_c,isColor,net/minecraft/util/text/TextFormatting
func_96297_d,getFriendlyName,net/minecraft/util/text/TextFormatting
values,values,net/minecraft/util/text/TextFormatting
toString,toString,net/minecraft/util/text/TextFormatting
call,call,net/minecraft/crash/CrashReport$1
call,call,net/minecraft/crash/CrashReport$1
call,call,net/minecraft/crash/CrashReport$2
call,call,net/minecraft/crash/CrashReport$2
call,call,net/minecraft/crash/CrashReport$3
call,call,net/minecraft/crash/CrashReport$3
call,call,net/minecraft/crash/CrashReport$4
call,call,net/minecraft/crash/CrashReport$4
call,call,net/minecraft/crash/CrashReport$5
call,call,net/minecraft/crash/CrashReport$5
call,call,net/minecraft/crash/CrashReport$6
call,call,net/minecraft/crash/CrashReport$6
call,call,net/minecraft/crash/CrashReport$7
call,call,net/minecraft/crash/CrashReport$7
func_71501_a,getDescription,net/minecraft/crash/CrashReport
func_147149_a,saveToFile,net/minecraft/crash/CrashReport
func_85058_a,makeCategory,net/minecraft/crash/CrashReport
func_85057_a,makeCategoryDepth,net/minecraft/crash/CrashReport
func_71506_a,getSectionsInStringBuilder,net/minecraft/crash/CrashReport
func_85055_a,makeCrashReport,net/minecraft/crash/CrashReport
func_71505_b,getCrashCause,net/minecraft/crash/CrashReport
func_71498_d,getCauseStackTraceOrString,net/minecraft/crash/CrashReport
func_71502_e,getCompleteReport,net/minecraft/crash/CrashReport
func_71497_f,getFile,net/minecraft/crash/CrashReport
func_85056_g,getCategory,net/minecraft/crash/CrashReport
func_71504_g,populateEnvironment,net/minecraft/crash/CrashReport
func_71503_h,getWittyComment,net/minecraft/crash/CrashReport
call,call,net/minecraft/crash/CrashReportCategory$1
call,call,net/minecraft/crash/CrashReportCategory$1
call,call,net/minecraft/crash/CrashReportCategory$2
call,call,net/minecraft/crash/CrashReportCategory$2
call,call,net/minecraft/crash/CrashReportCategory$3
call,call,net/minecraft/crash/CrashReportCategory$3
call,call,net/minecraft/crash/CrashReportCategory$6
call,call,net/minecraft/crash/CrashReportCategory$6
call,call,net/minecraft/crash/CrashReportCategory$7
call,call,net/minecraft/crash/CrashReportCategory$7
func_85089_a,getKey,net/minecraft/crash/CrashReportCategory$Entry
func_85090_b,getValue,net/minecraft/crash/CrashReportCategory$Entry
func_147152_a,getStackTrace,net/minecraft/crash/CrashReportCategory
func_85074_a,getCoordinateInfo,net/minecraft/crash/CrashReportCategory
func_85073_a,getPrunedStackTrace,net/minecraft/crash/CrashReportCategory
func_184876_a,getCoordinateInfo,net/minecraft/crash/CrashReportCategory
func_180523_a,addBlockInfo,net/minecraft/crash/CrashReportCategory
func_175750_a,addBlockInfo,net/minecraft/crash/CrashReportCategory
func_180522_a,getCoordinateInfo,net/minecraft/crash/CrashReportCategory
func_85069_a,firstTwoElementsOfStackTraceMatch,net/minecraft/crash/CrashReportCategory
func_189529_a,addDetail,net/minecraft/crash/CrashReportCategory
func_71507_a,addCrashSection,net/minecraft/crash/CrashReportCategory
